Latitude,Longitude
31.23936,121.488752
31.23936,121.488752
31.242365,121.503571
31.242365,121.503571
31.242365,121.503571
31.242365,121.503571
31.241762,121.50497
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.312192,121.456456
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.246345,121.45371
31.287632,121.458734
31.355885,121.375057
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.3691,121.415317
31.197573,121.37641
31.203552,121.371544
31.203552,121.371544
31.239454,121.46057
31.239454,121.46057
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.211574,121.366182
31.199721,121.325753
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.318661,121.194317
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.364503,121.391608
31.3691,121.415317
31.3691,121.415317
31.3691,121.415317
31.324464,121.387532
31.324464,121.387532
31.324464,121.387532
31.324464,121.387532
31.324464,121.387532
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.3691,121.415317
31.3691,121.415317
31.3691,121.415317
31.3691,121.415317
31.3691,121.415317
31.3691,121.415317
31.3691,121.415317
31.3691,121.415317
31.355465,121.412867
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.3691,121.415317
31.291143,121.472012
31.291143,121.472012
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.30092,121.16892
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.364503,121.391608
31.3691,121.415317
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.3691,121.415317
31.3691,121.415317
31.3691,121.415317
31.273183,121.488391
31.3038,121.450721
31.3038,121.450721
31.276718,121.371696
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.2355,121.417315
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.355737,121.403678
31.198372,121.355749
31.221591,121.351862
31.221591,121.351862
