Latitude,Longitude
31.10888,121.390919
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.096325,121.341209
31.096325,121.341209
31.080824,121.390896
31.108876,121.345256
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.10888,121.390919
31.131231,121.398758
31.13756,121.339005
31.10888,121.390919
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.096325,121.341209
31.073134,121.317814
30.993285,121.36769
31.171972,121.140685
30.975316,121.349759
31.10888,121.390919
31.10888,121.390919
31.10888,121.390919
31.10888,121.390919
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.13756,121.339005
31.13756,121.339005
31.13756,121.339005
31.080824,121.390896
31.080824,121.390896
31.108876,121.345256
31.073134,121.317814
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.025763,121.541983
31.025763,121.541983
31.10888,121.390919
31.10888,121.390919
31.10888,121.390919
31.10888,121.390919
31.10888,121.390919
31.10888,121.390919
31.117005,121.271194
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.098201,121.323149
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.108876,121.345256
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.13756,121.339005
31.13756,121.339005
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.108876,121.345256
31.114131,121.394475
31.150662,121.434931
31.150662,121.434931
31.150662,121.434931
31.150662,121.434931
31.150662,121.434931
31.150662,121.434931
31.150662,121.434931
31.219947,121.467027
31.242867,121.490229
31.159523,121.435774
31.251161,121.489743
31.10888,121.390919
31.10888,121.390919
31.10888,121.390919
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.108876,121.345256
31.108876,121.345256
31.150662,121.434931
31.150662,121.434931
31.150662,121.434931
31.150662,121.434931
31.174203,121.431404
31.267654,121.473299
31.267654,121.473299
31.10888,121.390919
31.10888,121.390919
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.073134,121.317814
30.993285,121.36769
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.175621,121.317835
31.10888,121.390919
31.143754,121.434357
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.073134,121.317814
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.150662,121.434931
31.150662,121.434931
31.10888,121.390919
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.096325,121.341209
31.096325,121.341209
31.096325,121.341209
31.073134,121.317814
31.073134,121.317814
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.10888,121.390919
31.10888,121.390919
31.096325,121.341209
31.096325,121.341209
31.077825,121.33981
31.077825,121.33981
31.077825,121.33981
31.077825,121.33981
31.077825,121.33981
31.108876,121.345256
31.073134,121.317814
31.073134,121.317814
31.073134,121.317814
31.073134,121.317814
31.073134,121.317814
31.073134,121.317814
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.10888,121.390919
31.10888,121.390919
31.10888,121.390919
31.096325,121.341209
31.13756,121.339005
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.080824,121.390896
31.095884,121.350551
30.993594,121.348984
30.993285,121.36769
31.171972,121.140685
31.171972,121.140685
31.171972,121.140685
31.10888,121.390919
31.10888,121.390919
31.143754,121.434357
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
31.095884,121.350551
31.236991,121.441554
31.23423,121.436418
31.104981,121.360938
31.080824,121.390896
31.108876,121.345256
31.095884,121.350551
31.113501,121.393037
31.113501,121.393037
31.104981,121.360938
31.104981,121.360938
31.104981,121.360938
