Latitude,Longitude
31.236828,121.514196
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159667,121.515041
31.159667,121.515041
31.209424,121.530284
31.19124,121.507961
31.180581,121.527653
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.16584,121.530742
31.25423,121.461072
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159667,121.515041
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159667,121.515041
31.16584,121.530742
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159667,121.515041
31.159667,121.515041
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159667,121.515041
31.159667,121.515041
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.198953,121.516066
31.234796,121.533464
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.234796,121.533464
31.242261,121.507912
31.242261,121.507912
31.242261,121.507912
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.159756,121.525433
31.19124,121.507961
31.19124,121.507961
31.16584,121.530742
